0.4	0.1	0.3
0.4	0.103	0.304499
0.4	0.105998	0.308995
0.4	0.108995	0.313482
0.4	0.111987	0.317957
0.4	0.114975	0.322416
0.4	0.117957	0.326854
0.4	0.120931	0.331269
0.4	0.123898	0.335655
0.4	0.126854	0.34001
0.4	0.1298	0.344328
0.4	0.132734	0.348606
0.4	0.135655	0.352841
0.4	0.138562	0.357028
0.4	0.141453	0.361164
0.4	0.144328	0.365245
0.4	0.147185	0.369267
0.4	0.150023	0.373227
0.4	0.152841	0.37712
0.4	0.155638	0.380945
0.4	0.158413	0.384696
0.4	0.161164	0.388372
0.4	0.163891	0.391968
0.4	0.166592	0.395481
0.4	0.169267	0.398908
0.4	0.171914	0.402246
0.4	0.174532	0.405492
0.4	0.17712	0.408643
0.4	0.179678	0.411696
0.4	0.182204	0.414649
0.4	0.184696	0.417499
0.4	0.187155	0.420243
0.4	0.189579	0.422879
0.4	0.191968	0.425404
0.4	0.194319	0.427816
0.4	0.196633	0.430113
0.4	0.198908	0.432294
0.4	0.201143	0.434355
0.4	0.203338	0.436295
0.4	0.205492	0.438113
0.4	0.207603	0.439806
0.4	0.209672	0.441373
0.4	0.211696	0.442814
0.4	0.213676	0.444125
0.4	0.215611	0.445307
0.4	0.217499	0.446359
0.4	0.21934	0.447278
0.4	0.221134	0.448065
0.4	0.222879	0.448719
0.4	0.224575	0.449239
0.4	0.226221	0.449624
0.4	0.227816	0.449875
0.4	0.229361	0.449991
0.4	0.230853	0.449972
0.4	0.232294	0.449818
0.4	0.233681	0.44953
0.4	0.235015	0.449106
0.4	0.236295	0.448549
0.4	0.23752	0.447858
0.4	0.238691	0.447034
0.4	0.239806	0.446077
0.4	0.240865	0.444989
0.4	0.241868	0.443771
0.4	0.242814	0.442423
0.4	0.243702	0.440947
0.4	0.244534	0.439344
0.4	0.245307	0.437616
0.4	0.246023	0.435764
0.4	0.24668	0.433789
0.4	0.247278	0.431695
0.4	0.247817	0.429481
0.4	0.248298	0.427152
0.4	0.248719	0.424708
0.4	0.24908	0.422151
0.4	0.249382	0.419485
0.4	0.249624	0.416711
0.4	0.249807	0.413832
0.4	0.249929	0.410851
0.4	0.249991	0.40777
0.4	0.249994	0.404592
0.4	0.249936	0.401319
0.4	0.249818	0.397956
0.4	0.249641	0.394505
0.4	0.249404	0.390968
0.4	0.249106	0.38735
0.4	0.24875	0.383653
0.4	0.248333	0.37988
0.4	0.247858	0.376036
0.4	0.247323	0.372123
0.4	0.246729	0.368146
0.4	0.246077	0.364107
0.4	0.245366	0.36001
0.4	0.244597	0.35586
0.4	0.243771	0.351659
0.4	0.242886	0.347412
0.4	0.241945	0.343122
0.4	0.240947	0.338793
0.4	0.239892	0.334429
0.4	0.238782	0.330034
0.4	0.237616	0.325613
0.4	0.236395	0.321168
0.4	0.235119	0.316704
0.4	0.233789	0.312225
0.4	0.232406	0.307735
0.4	0.23097	0.303239
0.4	0.229481	0.298739
0.4	0.227941	0.29424
0.4	0.22635	0.289747
0.4	0.224708	0.285263
0.4	0.223016	0.280792
0.4	0.221274	0.276338
0.4	0.219485	0.271906
0.4	0.217647	0.267499
0.4	0.215763	0.263121
0.4	0.213832	0.258776
0.4	0.211856	0.254469
0.4	0.209835	0.250202
0.4	0.20777	0.24598
0.4	0.205662	0.241807
0.4	0.203511	0.237687
0.4	0.201319	0.233622
0.4	0.199087	0.229617
0.4	0.196815	0.225675
0.4	0.194505	0.221801
0.4	0.192156	0.217996
0.4	0.189771	0.214266
0.4	0.18735	0.210612
0.4	0.184893	0.207039
0.4	0.182403	0.20355
0.4	0.17988	0.200148
0.4	0.177325	0.196835
0.4	0.174739	0.193615
0.4	0.172123	0.190491
0.4	0.169479	0.187466
0.4	0.166806	0.184542
0.4	0.164107	0.181721
0.4	0.161382	0.179007
0.4	0.158633	0.176402
0.4	0.15586	0.173909
0.4	0.153065	0.171528
0.4	0.150248	0.169264
0.4	0.147412	0.167117
0.4	0.144556	0.165089
0.4	0.141683	0.163183
0.4	0.138793	0.1614
0.4	0.135887	0.159742
0.4	0.132968	0.15821
0.4	0.130034	0.156806
0.4	0.127089	0.15553
0.4	0.124134	0.154385
0.4	0.121168	0.15337
0.4	0.118194	0.152488
0.4	0.115213	0.151738
0.4	0.112225	0.151122
0.4	0.109233	0.15064
0.4	0.106237	0.150292
0.4	0.103239	0.150079
0.4	0.100239	0.15
0.4	0.0972391	0.150057
0.4	0.0942403	0.150249
0.4	0.0912439	0.150575
0.4	0.0882509	0.151036
0.4	0.0852627	0.151631
0.4	0.0822804	0.15236
0.4	0.0793051	0.153221
0.4	0.0763381	0.154215
0.4	0.0733806	0.155339
0.4	0.0704338	0.156594
0.4	0.0674987	0.157978
0.4	0.0645767	0.15949
0.4	0.0616688	0.161128
0.4	0.0587763	0.162891
0.4	0.0559003	0.164777
0.4	0.0530418	0.166786
0.4	0.0502022	0.168914
0.4	0.0473825	0.17116
0.4	0.0445839	0.173522
0.4	0.0418074	0.175998
0.4	0.0390541	0.178585
0.4	0.0363253	0.181282
0.4	0.0336219	0.184085
0.4	0.0309451	0.186993
0.4	0.0282959	0.190003
0.4	0.0256754	0.193111
0.4	0.0230846	0.196316
0.4	0.0205246	0.199614
0.4	0.0179963	0.203002
0.4	0.0155009	0.206478
0.4	0.0130393	0.210038
0.4	0.0106124	0.213679
0.4	0.00822132	0.217397
0.4	0.00586693	0.22119
0.4	0.00355019	0.225054
0.4	0.00127203	0.228985
0.4	-0.00096664	0.23298
0.4	-0.00316492	0.237035
0.4	-0.00532194	0.241147
