0.35	0.35	0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.35  0.35  0.4
0.347219	0.348493	0.400496
0.344438	0.346985	0.400992
0.341658	0.345476	0.401487
0.338879	0.343967	0.401981
0.336103	0.342455	0.402473
0.33333	0.340942	0.402963
0.330559	0.339426	0.403451
0.327792	0.337908	0.403936
0.32503	0.336386	0.404417
0.322272	0.334861	0.404896
0.319519	0.333331	0.40537
0.316773	0.331798	0.40584
0.314032	0.330259	0.406305
0.311299	0.328715	0.406764
0.308572	0.327166	0.407219
0.305854	0.325611	0.407667
0.303144	0.324049	0.408109
0.300443	0.322481	0.408544
0.297752	0.320906	0.408972
0.29507	0.319322	0.409392
0.292399	0.317731	0.409804
0.289739	0.316132	0.410208
0.287091	0.314524	0.410603
0.284455	0.312906	0.410989
0.281831	0.311279	0.411366
0.279221	0.309643	0.411732
0.276624	0.307995	0.412088
0.274042	0.306337	0.412433
0.271474	0.304668	0.412767
0.268921	0.302987	0.41309
0.266385	0.301295	0.4134
0.263864	0.29959	0.413698
0.261361	0.297872	0.413984
0.258874	0.296141	0.414256
0.256406	0.294396	0.414514
0.253956	0.292638	0.414759
0.251525	0.290865	0.414989
0.249114	0.289078	0.415205
0.246722	0.287275	0.415405
0.244351	0.285457	0.41559
0.242001	0.283622	0.415759
0.239673	0.281772	0.415911
0.237367	0.279905	0.416047
0.235083	0.27802	0.416165
0.232823	0.276118	0.416266
0.230586	0.274199	0.416349
0.228373	0.27226	0.416414
0.226186	0.270303	0.416459
0.224023	0.268327	0.416486
0.221886	0.266332	0.416493
